Processed Text,summarizer
يواصل المنتخب الوطني لكره السله تربصه يدور بمدينه المنستير يتواصل يوم غد الجمعه بمعدل حصتين تدريبيتين يوميا تعرض اللاعب محمد امين المغربي لاصابه حاده خلال التمارين اثرها مقر التربص تم تعويضه بلاعب النجم الساحلي زياد التومي يشار مباراه وديه ستدور لاعبي المنتخب يوم الجمعه بدايه الساعه بقاعه المزالي بالمنستير,"
يواصل المنتخب الوطني لكرة السلة تربصه الذي يدور بمدينة المنستير والذي يتواصل حتى يوم غد الجمعة 24 فيفري 2017 بمعدل حصتين تدريبيتين يوميا . يشار أن مباراة ودية ستدور بين لاعبي المنتخب يوم الجمعة 03 مارس 2017 بداية من الساعة 15:45 بقاعة المزالي بالمنستير . و تعرض اللاعب محمد أمين المغربي لإصابة حادة خلال التمارين غادر على إثرها مقر التربص و تم تعويضه بلاعب النجم الساحلي زياد التومي."
اليوم الخميس تنفيذ اضراب عام ولايه الكاف دعت تنسيقيه المنظمات الجهويه بالجهه تضم الاتحاد الجهوي للشغل اتحاد الصناعه والتجاره والصناعات التقليديه واتحاد الفلاحين الفرع الجهوي للمحامين والرابطه التونسيه للدفاع حقوق الانسان وقال المتحدث باسم التنسيقيه سيف الدين البوغانمي تصريح ل الجوهره الاحتجاجي ياتي للمطالبه بالتنميه والتشغيل وبعقد مجلس وزراي الجهه برئاسه رئيس الحكومه واضاف الاضراب سيستثني المخابز والصيدليات واقسام الاستعجالي والمطاعم المدرسيه,"وقال المتحدث باسم التنسيقية، سيف الدين البوغانمي في تصريح لـ""الجوهرة أف أم"" إن التحرّك الاحتجاجي يأتي للمطالبة  بالتنمية والتشغيل وبعقد مجلس وزراي في الجهة برئاسة رئيس الحكومة. وأضاف أن الإضراب سيستثني المخابز والصيدليات وأقسام الاستعجالي والمطاعم المدرسية."
اعتبر الاتحاد العام التونسي للشغل بيان اليوم الخميس الخطوه الشجاعه للحكومه بالقبض الرموز المشتبه ارتباطهم بعالم الفساد وضروريه رغم قائلا الاتحاد دعا اليها وثيقه قرطاج اولويه الاولويات وجاء البيان الفساد ومازال اكبر الاخطار نخرت تونس عقود وقد استشرى منظومه متكامله استراتيجيات وخطط وشبكات ورموز واليات القانون وتحتكم جزء كبير الثروه الوطنيه وتهدر الجزء وشدد الاتحاد السياق تذهب الخطوه اقصاها تقول العداله كلمتها وتحاسب نهب المال العام واستولى وجه واستفاد صلاته موقعه وتحقيق الثروات الطائله داعيا الحكومه الاسراع باطلاع التونسيات والتونسيين الملابسات طالبت المنظمه الشغيله بوجوب مقاومه الفساد ومحاربه التهريب والاحتكار الجبائي باعتبارها ظواهر مترابطه بعضها ببعض وتشكل ركائز منظومه الفساد وفق نص البيان محاوله البعض حصر مقاومه الفساد تقديم المشتبه للتغطيه جوهر القضيه ذكرت البيان ذاته كسب ثقه التونسيات والتونسيين رهن اجراءات اوسع واشمل مقاومه الفساد تهدف تفكيك منظومته ووضع الاسس والقوانين والاجراءات الكفيله لمنع جديد ومشروط بعدم ارتباك الحكومه تعزيز الخطوه الاولى ومواصله المسار بعيدا الضغوط الظرفيه ودعت القوى الوطنيه ضروره وضع مساله مقاومه الفساد ضمن اولوياتها ودعم خطوه ايجابيه الاتجاه صونا للديمقراطيه وحمايه للبلاد افه الفساد وتعزيزا لدوله القانون,"كما طالبت المنظمة الشغيلة بوجوب الرّبط بين مقاومة الفساد ومحاربة التهريب والاحتكار والتهرّب الجبائي باعتبارها ""ظواهر مترابطة تتغذّى بعضها ببعض وتشكل ركائز منظومة الفساد"" وفق نص البيان. وحذّرت من محاولة البعض حصر مقاومة الفساد في تقديم بعض المشتبه بهم للتغطية على جوهر القضية."
دخل اليوم عدد فلاحي الرقاب بسيدي بوزيد اعتصام مفتوح بمقرب معتمديه الرقاب احتجاجا عدم تسويق فائض ماده الطماطم وقال احد المحتجين تصريح لمراسل الجوهره اف ام انهم عاجزون تسويق الانتاج استيراد الدوله لكميات كبيره ليبيا واكد عدم تراجعهم وعدم فض الاعتصام تدخل الدوله وايجاد حلول جذريه لانقاذ الفائض الكبير انتاج الطماطم,"
دخل اليوم عدد من فلاحي الرقاب بسيدي بوزيد في اعتصام مفتوح بمقرب معتمدية الرقاب، احتجاجا على عدم تسويق فائض مادة ""الطماطم"". وأكد عدم تراجعهم، وعدم فض الاعتصام، إلا بعد تدخل الدولة وإيجاد حلول جذرية لإنقاذ الفائض الكبير من إنتاج ""الطماطم"". وقال احد المحتجين في تصريح لمراسل الجوهرة اف ام، إنهم عاجزون عن تسويق الإنتاج أمام استيراد الدولة لكميات كبيرة من ليبيا."
قال كاتب عام النقابه الوطنيه للائمه والاطارات الدينيه فاضل عاشور استعمال ايه قرانيه للاستشهاد لعنونه كتاب عمل فني مخالف للدين والشرع يحمل تعدي القران الكريم واضاف خلال استضافته اليوم الاثنين برنامج بوليتكا معلقا العرض الكوريغرافي الهاكم التكاثر اطراف نفسها حماه للقران فهمه ينبغي لخدمه مصالح واغراض شخصيه مؤكدا النقابه الوطنيه للائمه تمانع عنونه مسرحيه بايه قرانيه تستغرب تخلي مخرج العرض العنوان الجدل اثاره واوضح فاضل عاشور اشكاليات داخل قطاع الائمه تعد خطيره ابرزها الخطب المتطرفه مازالت تلقى المساجد الفنانين والنقابيين وغيرهم عديد الائمه ايديولوجيات مختلفه ارتكبوا اخطاء فادحه وقاموا بتاويل ايات قرانيه بشكل خاطئ يدعو الجهاد انعكس سلبا البلاد والامن والجيش الوطنيين اضافه غياب نص قانوني يهيكل عمل الائمه فالخطاب اليوم المساجد ساذجا يسيء للدين وله مرجعيات مختلفه وفق تعبيره الهاكم التكاثر جدلا واسعا الاوساط الدينيه عمل كوريغرافي يدوم دقيقه انتاج المسرح الوطني التونسي واخراج نجيب باداء مريم بوعجاجه وامنه المولهي وسنده الجبالي ووفاء ووائل المرغني ومروان الروين وباديس واوضح المخرج العنوان الهاكم التكاثر يختزل تهافت السياسيين المناصب والتناحر بلوغها مقابل تناسي الاوضاع الحقيقيه للمواطن والتغافل عنها معلنا حجب العنوان باللغه العربيه الحفاظ العنوان باللغه الفرنسيه Fausse couche تقوى عزعوزي,وأوضح فاضل عاشور أن هناك إشكاليات داخل قطاع الأئمة تعد خطيرة أبرزها الخطب المتطرفة والمسيّسة التي مازالت تلقى في المساجد إلى الآن، وتحرّض على الفنانين والنقابيين وغيرهم. تقوى عزعوزي
قرر زعيم كوريا الشماليه كيم جونج اون منع ارتداء سراويل الدجين وحلقات الاذن وذلك فى اطار حمله ضد مظاهر الثقافه الغربيه بلاده وذكرت شبكه فوكس نيوز الامريكيه الحظر يستهدف الاساس منطقتي يانج جانج هامجيونج الواقعتين الحدود الكوريه الشماليه الصين يسهل المواطنين الاقتراب اساليب الحياه الغربيه واوضحت مجموعات المراهقين الموالين للزعيم كيم جونج اون تجوب شوارع المقاطعتين بغرض مراقبه مدى الالتزام بتنفيذ الحظر يشمل تسريحات الشعر والاحذيه والملابس تشابه عادات الغرب يتم ارسال المخالفين للحظر معسكرات العمل الاجباري بتهمه مخالفه النظام,"
قرر زعيم كوريا الشمالية كيم جونج أون، منع ارتداء سراويل ""الدجين"" وحلقات الأذن، وذلك فى إطار حملة ضد مظاهر الثقافة الغربية في بلاده."
قال سليم الرياحي رئيس حزب الاتحاد الوطني الحر برمج ل لقاء باريس رئيس حركه النهضه راشد الغنوشي ورئيس البلاد الباجي قائد السبسي باريس لحمايه البلاد معركه كبري الاسلاميين والحداثيين وانقاذها حرب اهليه واضاف خلال استضافته اليوم برنامج بوليتكا انه تم الاتفاق خلال اللقاء فتح باب الحوار الطرفين مشيرا انه واجه الصعوبات والشروط الغنوشي وقائد السبسي خلال اعداده للحوار واكد الرياحي انه تمكن خلال اللقاء اقناع الشيخين التعايش رغم الاختلافات لمصلحه الوطن قوله,وأكد الرياحي أنه تمكن خلال اللقاء من إقناع الشيخين من التعايش رغم الاختلافات، لمصلحة الوطن حسب قوله.
الاداره الفرعيه للقضايا الاجراميه يوم الاربعاء اعداد كمين وضبط اشخاص الرياضي الحديقه بصدد تبادل كميه القنب الهندي الزطله بحوالي كيلوغرام وافادت وزاره الداخليه بلاغ انه وبتعميق معهم تبين افراد العصابه جلب المذكوره جهه القصرين بغرض توزيعها بالعاصمه حجز قوالب المذكوره وحجز سيارتين استعمالهما عمليه التوزيع الاحتفاظ بذوي الشبهه استشاره النيابه العموميه والابحاث متواصله,تمّ الإحتفاظ بذوي الشبهة بعد إستشارة النيابة العمومية، والأبحاث متواصلة.
اكد مهران الخليفي الكاتب العام للنقابه الاساسيه لمصنع الكابل بالكاف تصريح لمراسل الجوهره اف ام بالجهه عاملا وعامله استانفوا اليوم الاثنين سالف نشاطهم توقف واحتجاجات دامت اسابيع واوضح المصدر ذاته العمله سيقومون اليوم وغدا بعمليات الجرد واحصاء المعدات وان التصنيع والانتاج سيعودان يوم الاربعاء حال وصول المواد الاوليه,وأوضح المصدر ذاته العمله سيقومون اليوم وغدا بعمليات الجرد واحصاء المعدات وأن التصنيع والانتاج سيعودان يوم الأربعاء حال وصول المواد الأولية.
شهدت ساحات المسجد الاقصى اليوم الاحد مواجهات المصلين المسلمين وقوات الاحتلال الاسرائيليه وقال الشيخ عمر الكسواني مدير المسجد الاقصى اتصال هاتفي رويتر سلطات الاحتلال اطلقت القنابل الصوتيه والرصاص المطاطي المصلين المتواجدين المسجد القبلي المحاصر مشيرا حصول حريق الحديقه الاماميه للمسجد الاقصى واوضح الكسواني ان رجل اطفاء اصيب بالرصاص المطاطي اصيب رجل اخر واظهرت لقطات مصوره اطلاقا لقنابل الصوت داخل المسجد القبلي يتواجد عدد محدود المصلين واكد الكسواني ان مصليا تواجدوا البارحه المسجد الاقصى اقتحمته قوات الاحتلال الساعه السابعه اليوم واخرجت متواجدا الساحات وتم اعتقال احد الحراس وفرضت اسرائيل الاسبوع الماضي حظرا المرابطين والمرابطات الفلسطينيين شاركوا احتجاجات المسجد الاقصى بسبب الزيارات المتزايده يقوم يهود متدينون للمكان,"وفرضت إسرائيل الاسبوع الماضي حظرا على المرابطين والمرابطات الفلسطينيين الذين شاركوا في احتجاجات في المسجد الاقصى بسبب الزيارات المتزايدة التي يقوم بها يهود متدينون للمكان. 
شهدت ساحات المسجد الاقصى اليوم الاحد، مواجهات بين المصلين المسلمين وقوات الاحتلال الاسرائيلية. واوضح الكسواني ان ""رجل اطفاء اصيب بالرصاص المطاطي"" كما أصيب رجل اخر."
تم تحديد يوم الثلاثاء تمام الساعه السادسه كموعد جديد لعقد الجلسه العامه الانتخابيه لترجي جرجيس كانت مبرمجه يوم الحالي بسبب عدم ترشح قائمه لخوض الانتخابات وسيكون يوم السبت تمام الساعه منتصف النهار كاخر اجل لتقديم الترشحات,وسيكون يوم السبت 1 جويلية 2017 في تمام الساعة منتصف النهار كاخر اجل لتقديم الترشحات.
قال وزير الصناعه والتجاره زياد العذاري اليوم خطه لمضاعفه المناطق الصناعيه تونس مرات واضاف تصريح صحفي ل الجوهره اف هامش اجتماع برلماني حول الميزانيه المخصصه لوزارته وزارتان انه مضاعفه المساحات للمناطق صناعيه هكتارا حاليا هكتار سنويا مؤكدا انه تركيز المناطق بالاساس الجهات الداخليه الاولويه بحسب تعبيره وكشف انه يتم حاليا الاشتغال عده مشاريع تتميز الجهات المتعلقه بصناعه الجبس تطاوين والرخام القصرين والصناعات المرتبطه بالدقله توزر وقبلي,"
قال وزير الصناعة والتجارة زياد العذاري اليوم إنه هناك خطة لمضاعفة المناطق الصناعية في تونس 3 مرات."
اكد شكري حموده رئيس قسم الاستعجالي بمستشفى شارل نيكول استقبال مصابين جرحى حادث انزلاق شاحنه بحديقه الحيوانات البلفدير بالعاصمه واضاف حموده تصريح لمراسل الجوهره اف ام المصابين اصابته خفيفه وتم توجيهه قسم العيون مستشفى الهادي الرايس اصيب الشخصين الاخرين باصابات خطيره موضحا المصابين الثلاثه تم تحويلهم شارنيكول رجال تتراوح اعمارهم سنه سنه وتجدر الاشاره وزاره الصحه اعلنت بلاغ الحصيله الاوليه لحادث البلفيدير وفاه كهل وجرح اخرين بينهم اطفال,"
أكد شكري حمودة رئيس قسم الاستعجالي بمستشفى شارل نيكول، استقبال 3 مصابين من بين جرحى حادث انزلاق شاحنة بحديقة الحيوانات ""البلفدير"" بالعاصمة. وتجدر الإشارة إلى أن وزارة الصحة أعلنت في بلاغ لها، أن الحصيلة الأولية لحادث البلفيدير، وفاة كهل وجرح 10 آخرين من بينهم أطفال."
وقد الشيخ متجها الجامع لاداء صلاه الصبح فباغتته سياره الخلف اردته قتيلا المكان,"
وقد كان الشيخ متجها إلى الجامع لأداء صلاة الصبح فباغتته سيارة من الخلف و أردته قتيلا على عين المكان."
شيع اليوم الاحد جثمان شهيد الوطن مظفر بن علي استشهد اليوم عمليه قبلي الارهابيه بمسقط راسه بمنطقه الطنبار وحضر مراسم دفن الشهيد وزير الداخليه الهادي مجدوب ومستشار رئيس الجمهوريه فراس قفراش ووالي قبلي وليد الوقيني وللتذكير فقد اسفرت العمليه الارهابيه بمنطقه جنعوره ولايه قبلي استشهاد عون امن واصابه عونين بالاضافه القضاء عنصرين ارهابيين وجرح وفرار عنصر,"
شيع مساء اليوم الأحد 12 مارس 2017، جثمان شهيد الوطن مظفر بن علي، الذي استشهد اليوم في عملية قبلي الإرهابية، بمسقط رأسه بمنطقة الطنبار. وللتذكير فقد أسفرت العملية الارهابية بمنطقة جنعورة من ولاية قبلي عن استشهاد عون أمن، وإصابة عونين اثنين بالإضافة إلى القضاء على عنصرين ارهابيين وجرح ثالث، وفرار عنصر رابع. وحضر مراسم دفن الشهيد كل من وزير الداخلية الهادي مجدوب ومستشار رئيس الجمهورية فراس قفراش ووالي قبلي وليد الوقيني."
اوردت وكاله رويترز خبرا مفاده ايقاف عدد البنوك السعوديه والاماراتيه التعامل مصارف قطريه وياتي القرار اطار القرار اتخذته عدد الدول الخليجيه جانب مصر الاثنين بقطع علاقاتها قطر لاتهامها بدعم الارهاب المنطقه,"ويأتي هذا القرار في إطار القرار الذي اتخذته عدد من الدول الخليجية إلى جانب مصر أمس الإثنين بقطع علاقاتها مع قطر لإتهامها بدعم الإرهاب في المنطقة. 
أوردت وكالة رويترز خبرا مفاده ايقاف عدد من البنوك السعودية والإماراتية التعامل مع مصارف قطرية ."
قالت الشرطه تايلاند اليوم الاربعاء انها ستبحث كيفيه تسريع حجب المحتوى الالكتروني اللائق قتل رجل ابنته البالغه العمر وبث مقطعي فيديو لجريمته فيسبوك وظل تسجيلا الفيديو متاحين للمشاهده لمده ساعه التسجيلان الرجل يشنق ابنته مبنى بجزيره بوكيت الساحليه الجنوبيه اغلق الكاميرا وقتل نفسه وقال كيسانا باتاناتشاروين نائب المتحدث باسم الشرطه الوطنيه مؤتمر صحفي سنبحث المستقبل امر المحتوى الالكتروني اللائق سواء فيسبوك يوتيوب انستغرام وكيف يمكننا تسريع حجب المحتوى وقالت وزاره الاقتصاد الرقمي تايلاند انها اتصلت بفيسبوك ظهر الثلاثاء افيرل حذف تسجيلي الفيديو وجرى حذفهما حوالي الساعه الخامسه بانكوك يوم الثلاثاء يوم كامل تحميلهما الموقع,وقالت وزارة الاقتصاد الرقمي في تايلاند إنها اتصلت بفيسبوك بعد ظهر أمس الثلاثاء 25 أفيرل من أجل حذف تسجيلي الفيديو. وجرى حذفهما في حوالي الساعة الخامسة مساء في بانكوك يوم الثلاثاء بعد نحو يوم كامل من تحميلهما على الموقع. ويُظهر التسجيلان الرجل وهو يشنق ابنته في مبنى بجزيرة بوكيت الساحلية الجنوبية.
تمكن اعوان فرقه الشرطه العدليه بمنطقه الامن بالمنستير ليله ايقاف شخصين بينهما فتاه بتهمه انتحال صفه عوني امن والمشاركه وحسب افاد عمار السليمي كاتب عام النقابه الاساسيه لمنطقه الامن بالمنستير مراسل الجوهره بالجهه وقائع الحادثه تعود شهر الماضي شخصان بمدينه المنستير بمداهمه منزل فتاه ليلا وادعيا انهما الشرطه العدليه مستظهرين ببطاقه النقابات الامنيه الحامله لشعار المؤسسه الامنيه مبلغ دينارا وبطاقه التعريف الوطنيه وهاتف جوال وعمد المتحيلان لاحقا تسليم بطاقه التعريف الوطنيه فتاه تقطن بمدينه سوسه بهدف استخراج خط هاتف جوال وتتواصل الابحاث الموقوفين البحث لمعرفه الهدف العمليه الاجراميه قاموا استخراج خط هاتف جوال بهويه الفتاه الضحيه جانب اخر تمكن اعوان الفرقه ايقاف عنصرين بمدينه الساحلين بتهمه بيع الخمر خلسه لديهما علب الجعه ومبلغ مالي قيمته دينارا,"من جانب آخر تمكن أعوان ذات الفرقة، من إيقاف عنصرين بمدينة الساحلين بتهمة بيع الخمر خلسة وحُجزت لديهما كميّة من علب الجعة ومبلغ مالي قيمته 1150 دينارا. وعمد المتحيلان لاحقا إلى تسليم بطاقة التعريف الوطنية إلى فتاة تقطن بمدينة سوسة بهدف استخراج خط هاتف جوال. 
تمكن اعوان فرقة الشرطة العدلية بمنطقة الأمن بالمنستير ليلة أمس، من إيقاف شخصين بينهما فتاة، بتهمة انتحال صفة عوني امن والمشاركة في ذلك."
قررت بلديه بنزرت غلق ملعب اكتوبر بصفه رسميه انطلاقا يوم الاثنين الجاري وذلك لانجاز مختلف اشغال التهيئه والتجديد المبرمجه تعشيب وغيرها تم رصد اعتماد بقيمه حوالي مليون للتهيئه العامه اعاده تعشيب الميدان الرئيسي تركيز السبوره اللامعه وايضا تنوير الميدان,"
قررت بلدية بنزرت غلق ملعب 15 اكتوبر بصفة رسمية انطلاقا من يوم الاثنين 13 فيفري الجاري وذلك لانجاز مختلف اشغال التهيئة والتجديد المبرمجة به من تعشيب وغيرها. و تم رصد اعتماد بقيمة حوالي 3.5 مليون دينار للتهيئة العامة و اعادة تعشيب الميدان الرئيسي و تركيز السبورة اللامعة وايضا تنوير الميدان ."
استنكر عدد اساتذه جامعه الزيتونه منع وزاره الشؤون الدينيه اساتذه الزيتونه اداء فريضه الحج بالرغم استكمالهم لكل مراحل الاستعداد للذهاب الى البقاع المقدسه واكدوا بيان اليوم الثلاثاء انه وجود لمبرر قانوني اخلاقي انساني لاتخاذ الاجراء معتبرين القرار مفاجىء مسؤول وخطا اداري مسبوق الاداره التونسيه عبروا استيائهم الشديد وزير الشؤون الدينيه اعتمد اسلوبا اقصائيا خلال قرار المنع مؤكدين المساله تندرج سياق الانتقام وتصفيه الحسابات اساتذه الزيتونه وانه يمكن اصلاح الشان الديني بمثل الممارسات وفق نص البيان,"
 استنكر عدد من اساتذة جامعة الزيتونة منع وزارة الشؤون الدينية 3 من اساتذة الزيتونة من آداء فريضة الحج بالرغم من استكمالهم لكل مراحل الاستعداد للذهاب الى البقاع المقدسة."
افاد مراسل الجوهره بانه تم العثور فجر اليوم الخميس سجين مخنوق السجن المدني بالمنستير ونقلا مصدر امني فانه تم العثور جثه الهالك عاما وملفوف حول رقبته فوطه حمام يرجح انتحاره يشار انه تم اصدار الاثنين الماضي حكم بسجنه عاما اثر تورطه جريمه تنظيم هجره سريه عام طبلبه ايطاليا وراح ضحيتها مجموعه الشبان اثر غرق المركب وتم نقل الجثه المستشفى الجامعي فطومه بورقيبه للتشريح اسباب الوفاه,"ونقلا عن مصدر أمني فإنه تم العثور على جثة الهالك (27 عاما) وملفوف حول رقبته فوطة حمام فيما يرجح انتحاره. 
أفاد مراسل ""الجوهرة أف أم"" بأنه تم العثور فجر اليوم الخميس على سجين مخنوق في السجن المدني بالمنستير. وتم نقل الجثة إلى المستشفى الجامعي فطومة بورقيبة للتشريح والتعرّف على أسباب الوفاة."
فريد نوعه المغامر الفرنسي ثيو سانسون رقما قياسيا عالميا جديدا المشي الحبال وذلك قطع مسافه متر حبل مشدود جبلين صحراء ولايه يوتا الامريكيه وقال سانسون خلال نشره موقعه الالكتروني يفضل الموت خلال المغامره الموت مللا وفق نقله موقع روسيا اليوم,"وقال ""سانسون"" من خلال ما نشره على موقعه الالكتروني إنه ""يفضل الموت خلال المغامرة على الموت مللا""،  وفق ما نقله موقع ""روسيا اليوم""."
طلب الاتحاد الاماراتي لكره القدم تغيير طاقم التحكيم القطري سيدير مباراه منتخبه نظيره التايلاندي الحالي ضمن الجوله الثامنه التصفيات الاسيويه المؤهله الى مونديال روسيا واشارت صحيفه الخليج الاماراتيه الى ان الاتحاد الاماراتي راسل الاتحاد الدولي فيفا لتغيير طاقم التحكيم القطري المعين لاداره المباراه تايلاند يوم الثلاثاء وكان فيفا طاقم التحكيم القطري المؤلف الحكم الرئيسي فهد جابر المري والمساعدين يوسف الشمري وجمعه البوراشد سعود العذبه حكما رابعا لاداره اللقاء بانكوك وياتي طلب الاتحاد الاماراتي بسبب الازمه الدبلوماسيه الحاليه الامارات وقطر ادت الى قطع العلاقات بينهما,"وأشارت صحيفة الخليج الإماراتية الى ان الاتحاد الاماراتي قد راسل الاتحاد الدولي ""فيفا"" لتغيير طاقم التحكيم القطري المعين لإدارة المباراة مع تايلاند يوم الثلاثاء. وكان ""فيفا"" قد عين طاقم التحكيم القطري المؤلف من الحكم الرئيسي فهد جابر المري والمساعدين يوسف الشمري وجمعة البوراشد، مع سعود العذبة حكما رابعا، لادارة اللقاء في بانكوك. وياتي طلب الاتحاد الاماراتي بسبب الازمة الدبلوماسية الحالية بين الامارات وقطر التي ادت الى قطع العلاقات بينهما."
تمكنت الشرطه العدليه بسوسه العثور جثه متعفنه تعود لسائح فرنسي مقيم تونس شقه مكتراه بسهلول وقد تبين الوفاه ناتجه طعنه بسكين الظهر ويرجح الهالك تم قتله مدهطويله وقد تمكنت الوحدات الامنيه القاء القبض المشتبه قتله ظرف وجيز وتحويله الى التحقيق لمعرفه ملابسات الجريمه,وقد تمكنت الوحدات الأمنية من إلقاء القبض على المشتبه به في قتله في ظرف وجيز مساء أمس وتحويله الى التحقيق لمعرفة ملابسات الجريمة.
اصدر كلاوديو رانييري المدرب المقال فريق ليستر سيتي الانجليزي بيانا الاستغناء خدماته اداره فريق الثعالب واكد رانييري البيان بالامس مات اريد اشكر الجميع سواء النادي واللاعبين وخاصه الجمهور ومدينه ليستر الفتره الرائعه والدعم الكبير حصلت فهي فتره ستظل قلبي,"
أصدر كلاوديو رانييري المدرب المقال من فريق ليستر سيتي الإنجليزي بيانا بعد الإستغناء عن خدماته من قبل إدارة فريق الثعالب ."
قال المنشط التلفزيوني بقناه الحوار التونسي تحصل جائزه الهيثم لافضل مذيع تلفزيوني الوطن العربي مهرجان جائزه الهيثم للاعلام العربي خلال برنامجه عندي نقلك قناه الحوار التونسي جانب ثامر عبد الصمد قطر وانس مالك المجاري العراق واوضح الشابي خلال استضافته اليوم برنامج اهل الفن المهرجان يقبل مشاركات وانما لجان مشاهده تضم اعلاميين عرب يتولون تقييم البرامج والتلفازات العربيه مدار السنه يسندون جائز الهيثم لافضل مذيع عربي تقييم عكس اتحاد الاذاعه والتلفزيون العربي فقد مصداقيته لانه يمنح الجوائز معايير تقييم جدي وسميت بجائزه الهيثم نسبه لمؤسس المهرجان محمد الهيثم سنوات ويتكون المهرجان ثله ابرز الاعلاميين الاردن ودبي,"وسميت بجائزة ""الهيثم""، نسبة لمؤسس المهرجان، محمد الهيثم منذ 10 سنوات. ويتكون المهرجان من ثلة من أبرز الإعلاميين في الأردن ودبي."
سناتور برازيلي موقف محرج عندما يلقي كلمه بمجلس الشيوخ يوم الثلاثاء الماضي وكان السناتور هيليو جوزي العضو حزب الحركه الديمقراطيه بالمجلس قطع لوقت قصير مداخلته ليعيد اسنانه الاصطناعيه برزت مقدمه فمه تابع كلمته ونشر موقع العربيه مقطع فيديو يبرز محاولته اعاده فمه الاصطناعي مكانه لكنه يجد حلا سحب الاسنان فمه جيبه,"وكان السناتور هيليو جوزي العضو عن حزب ""الحركة الديمقراطية"" بالمجلس، قد قطع لوقت قصير مداخلته ليعيد أسنانه الاصطناعية التي برزت في مقدمة فمه ثم تابع كلمته. ونشر موقع ""العربية"" مقطع فيديو يبرز مجدّدا محاولته إعادة فمه الاصطناعي إلى مكانه، لكنه لم يجد حلا إلا سحب الأسنان من فمه إلى جيبه. 
تعرّض سناتور برازيلي إلى موقف محرج، عندما كان يلقي كلمة بمجلس الشيوخ يوم الثلاثاء الماضي."
تمكنت وحدات الحرس البحري بالمنطقه البحريه بجربه اليوم ضبط قارب وعلى متنه شاب اصيلي جزيره جربه تبلغ اعمارهم سنه كانوا بصدد الابحار خلسه شاطىء سيدي جمور بجربه السواحل الايطاليه مصر امني لمراسله الجوهره بالجهه ساميه البيولي واضاف المصدر ذاته الموقوفين اعترفوا بنيتهم للهجره ايطاليا اضافه الى انهم حجزوا لديهم اله لتحديد المكان GPS ومؤونه ومحرك كهربائي لمركب صيد تم الاحتفاظ ذمه التحقيق حجز مركبهم المعد للابحار,وأضاف المصدر ذاته الموقوفين اعترفوا بنيتهم للهجرة سرا نحو إيطاليا اضافة الى انهم حجزوا لديهم الة لتحديد المكان GPS ومؤونة ومحرك كهربائي لمركب صيد . هذا و تم الاحتفاظ  بهم على ذمة التحقيق و حجز مركبهم المعد للإبحار.
اكدت النائبه حزب نداء تونس هاله عمران اعضاء النداء بينهم المدير التنفيذي للحزب حافظ قائد السبسي علموا بحمله الايقافات عموم الشعب ايقاف رجل الاعمال شفيق جرايه واضافت عمران خلال استضافتها برنامج بوليتيكا اليوم تعليقا الانتقادات الموجهه للحزب بشان تاخره اصدار بيان انهم خيروا التريث والتاكد المعلومات الاتصال بالمدير التنفيذي ورئيس الكتله كانا الصين مهمه حزبيه وبعد التنسيق والتشاور تم اصدار البيان اكد دعمهم المطلق لحكومه الوحده الوطنيه حربها ضد الفساد وحول يتداول اخبار تفيد بتمويل شفيق جرايه للنداء وعلاقته ببعض قياداته النائبه انها تلتقي يوما بجرايه مقر الحزب طار الاجتماعات المضيقه الموسعه بالعلاقات الشخصيه تكون ببعض قيادات الحزب واشارت الكتله البرلمانيه عقدت اجتماعا بمقرها بالبرلمان المكتب السياسي يومين للنقاش مسائل داخليه بينها العلاقه بجرايه مبينه المدير التنفيذي للحزب حافظ قائد السبسي قال رده سؤال النواب شفيق جرايه الحزب يدينار واتحدى يثبت واعتبرت هاله عمران نواب النداء يتعرضون لحمله تشويه وشيطنه ممنهجه,واعتبرت هالة عمران أن نواب النداء يتعرضون لحملة تشويه وشيطنة ممنهجة.
اكدت وزاره الصحه بلاغ اليوم الثلاثاء المقاوله الصينيه تحصلت التراخيص الاداريه اللازمه لانجاز المستشفى الجديد بصفاقس الاجال المحدده انتظار وصول المعدات تم شحنها لتركيزها موقع الاشغال خلال الايام القادمه وذلك تداوله مغالطات بشان اعتبر تعطيل لانطلاق اشغال المشروع وبينت الوزاره بلاغها اعضاء البعثه الصينيه تقدموا بمطالب الحصول التاشيرات يوم وتحصلوا عليها يوم وتعمل الوزاره تسهيل الصعوبات الاداريه والديوانيه لضمان انطلاق اشغال المستشفى الممول بهبه صينيه تقدر مليون اقرب وقت اشارت انها تحتفظ اتخاذ التدابير اللازمه حق يثبت تعمده مغالطه الراي العام والترويج للاشاعات,وتعمل الوزارة على تسهيل الصعوبات الإدارية والديوانية لضمان انطلاق أشغال المستشفى الممول بهبة صينية تقدر ب120 مليون دينار في أقرب وقت. وبينت الوزارة في بلاغها أن أعضاء البعثة الصينية تقدموا بمطالب الحصول على التأشيرات يوم 06 جانفي 2017 وتحصلوا عليها يوم 09 جانفي. كما أشارت إلى أنها تحتفظ بحقّها في اتخاذ التدابير اللازمة في حق كل من يثبت تعمده مغالطة الرأي العام والترويج للإشاعات.
